"year","quarter","area_fips","area_title","quarterly_establishments","month_3_employment","month_3_employment_percent_change_oty","average_weekly_wages","average_weekly_wages_percent_change_oty"
"2015","4","17000","Illinois","414900","5931200","1.4","1146","5.1"
"2015","4","18000","Indiana","161300","2996300","1.7","891","5.3"
"2015","4","19000","Iowa","101000","1539000","0.7","920","5.7"
"2015","4","20000","Kansas","88100","1382100","0.4","898","5.0"
"2015","4","21000","Kentucky","122500","1881300","1.6","885","5.9"
"2015","4","22000","Louisiana","127400","1937400","-1.0","940","1.8"
"2015","4","23000","Maine","52100","596900","0.7","873","5.7"
"2015","4","24000","Maryland","168700","2636700","1.7","1175","5.6"
"2015","4","25000","Massachusetts","241500","3479100","1.6","1385","5.4"
"2015","4","26000","Michigan","240100","4218900","1.5","1043","5.9"
"2015","4","27000","Minnesota","160300","2805800","1.5","1073","4.8"
"2015","4","28000","Mississippi","72800","1133800","1.3","770","3.1"
"2015","4","29000","Missouri","195000","2759600","1.8","933","4.6"
"2015","4","30000","Montana","45800","453200","2.5","818","3.0"
"2015","4","31000","Nebraska","70900","971800","1.4","880","5.1"
"2015","4","32000","Nevada","79800","1272200","3.5","935","4.0"
"2015","4","33000","New Hampshire","51600","648600","1.7","1139","5.4"
"2015","4","34000","New Jersey","269900","3988400","1.7","1262","4.0"
"2015","4","35000","New Mexico","57400","808900","-0.1","865","1.8"
"2015","4","36000","New York","640600","9227600","1.7","1372","3.9"
"2015","4","37000","North Carolina","270100","4247100","2.5","939","5.5"
"2015","4","38000","North Dakota","32200","428100","-5.9","1021","-2.8"
"2015","4","39000","Ohio","292400","5328800","1.2","964","4.6"
"2015","4","40000","Oklahoma","109000","1605000","-0.7","896","2.3"
"2015","4","41000","Oregon","146000","1814800","3.3","979","5.5"
"2015","4","42000","Pennsylvania","355200","5759700","0.7","1063","4.9"
"2015","4","44000","Rhode Island","36700","478100","1.5","1043","4.0"
"2015","4","45000","South Carolina","125700","1987100","2.8","860","5.3"
"2015","4","46000","South Dakota","32800","417700","1.2","832","5.2"
"2015","4","47000","Tennessee","151500","2898100","2.8","980","5.6"
"2015","4","48000","Texas","645600","11832100","1.4","1099","2.7"
"2015","4","49000","Utah","95500","1375600","3.8","913","4.7"
"2015","4","50000","Vermont","24800","312100","0.3","919","4.1"
"2015","4","51000","Virginia","261300","3806200","3.0","1094","3.5"
"2015","4","53000","Washington","237700","3137200","2.3","1132","4.7"
"2015","4","54000","West Virginia","50300","703700","-1.3","829","1.3"
"2015","4","55000","Wisconsin","170000","2820500","1.1","944","5.6"
"2015","4","56000","Wyoming","26000","276000","-2.9","937","-1.7"
"2015","4","72000","Puerto Rico","45400","929900","-1.6","565","1.6"
"2015","4","78000","Virgin Islands","3300","38400","-0.3","787","4.7"
"2016","1","US000","United States","9693500","140070800","2.0","1043","-0.5"
"2016","1","01000","Alabama","121300","1902600","1.6","842","-0.2"
"2016","1","02000","Alaska","22200","317600","-1.4","1028","-2.0"
"2016","1","04000","Arizona","152600","2679800","2.8","918","-0.8"
"2016","1","05000","Arkansas","88700","1191100","2.1","793","0.5"
"2016","1","06000","California","1458800","16455500","2.6","1206","0.0"
"2016","1","08000","Colorado","190200","2514600","2.4","1057","-1.3"
"2016","1","09000","Connecticut","116800","1650600","0.6","1362","-1.4"
"2016","1","10000","Delaware","31000","429700","1.5","1072","-3.0"
"2016","1","11000","District of Columbia","38700","749600","2.0","1766","0.4"
"2016","1","12000","Florida","659100","8301800","3.5","887","0.2"
"2016","1","13000","Georgia","297300","4215100","3.0","1008","1.9"
"2016","1","15000","Hawaii","40100","645100","1.4","896","1.7"
"2016","1","16000","Idaho","56900","670400","3.5","725","-1.5"
"2016","1","17000","Illinois","408800","5800600","1.2","1126","-0.5"
"2016","1","18000","Indiana","162200","2949500","1.9","853","-0.5"
"2016","1","19000","Iowa","101200","1518200","0.9","844","-0.4"
"2016","1","20000","Kansas","89900","1362300","0.4","833","-2.0"
"2016","1","21000","Kentucky","122500","1843900","1.9","823","0.1"
"2016","1","22000","Louisiana","127500","1910500","-0.8","860","-2.6"
"2016","1","23000","Maine","52300","580500","1.8","804","1.1"
"2016","1","24000","Maryland","169200","2591700","1.9","1103","-0.8"
"2016","1","25000","Massachusetts","242700","3414800","2.1","1327","-1.0"
"2016","1","26000","Michigan","240200","4163700","2.1","976","0.7"
"2016","1","27000","Minnesota","160100","2750100","1.5","1065","-1.2"
"2016","1","28000","Mississippi","72700","1121000","1.7","713","0.4"
"2016","1","29000","Missouri","193200","2729500","1.9","879","-0.3"
"2016","1","30000","Montana","46500","447800","1.8","751","0.3"
"2016","1","31000","Nebraska","71500","956600","1.4","817","0.0"
"2016","1","32000","Nevada","81400","1264100","3.0","875","1.2"
"2016","1","33000","New Hampshire","50900","635100","1.9","998","1.6"
"2016","1","34000","New Jersey","269700","3909700","2.4","1268","-1.7"
"2016","1","35000","New Mexico","57900","800400","0.0","792","-1.6"
"2016","1","36000","New York","642100","9042200","2.0","1456","-0.3"
"2016","1","37000","North Carolina","272500","4220300","3.0","928","-0.2"
"2016","1","38000","North Dakota","31900","409400","-6.2","908","-7.6"
"2016","1","39000","Ohio","293000","5236200","1.8","913","-0.8"
"2016","1","40000","Oklahoma","109100","1578600","-0.9","833","-4.1"
"2016","1","41000","Oregon","148600","1808200","3.2","929","1.2"
"2016","1","42000","Pennsylvania","355200","5662200","1.1","1012","-1.9"
"2016","1","44000","Rhode Island","36600","464600","1.9","985","-2.2"
"2016","1","45000","South Carolina","125600","1974600","2.7","806","0.8"
"2016","1","46000","South Dakota","32700","410500","0.9","771","1.2"
"2016","1","47000","Tennessee","152900","2859200","3.3","887","0.3"
"2016","1","48000","Texas","630800","11638700","0.7","1066","-2.1"
"2016","1","49000","Utah","94400","1369200","3.8","849","0.6"
"2016","1","50000","Vermont","24700","304600","0.1","832","1.0"
"2016","1","51000","Virginia","263700","3748100","2.6","1057","-1.2"
"2016","1","53000","Washington","239200","3147700","3.1","1121","3.0"
"2016","1","54000","West Virginia","50100","683900","-1.2","782","-1.3"
"2016","1","55000","Wisconsin","170000","2771400","1.3","875","-0.2"
"2016","1","56000","Wyoming","26000","267900","-3.7","850","-4.7"
"2016","1","72000","Puerto Rico","46200","895200","-1.2","520","-0.4"
"2016","1","78000","Virgin Islands","3300","38600","0.4","769","2.9"
"2016","2","US000","United States","9741400","142717200","1.5","989","2.2"
"2016","2","01000","Alabama","121800","1923500","1.2","835","2.0"
"2016","2","02000","Alaska","22400","338700","-2.4","1011","-1.7"
"2016","2","04000","Arizona","153500","2619600","2.6","921","1.9"
"2016","2","05000","Arkansas","88700","1197500","1.1","785","3.0"
"2016","2","06000","California","1473100","16754100","2.5","1157","2.4"
"2016","2","08000","Colorado","191100","2574500","2.3","999","1.0"
"2016","2","09000","Connecticut","117200","1689900","-0.1","1213","3.0"
"2016","2","10000","Delaware","31400","444000","0.9","990","-0.6"
"2016","2","11000","District of Columbia","38100","756000","1.7","1623","1.1"
"2016","2","12000","Florida","658100","8161800","3.2","883","2.6"
"2016","2","13000","Georgia","299700","4269500","2.7","929","2.7"
"2016","2","15000","Hawaii","40200","643400","1.0","906","3.5"
"2016","2","16000","Idaho","57900","699700","3.3","740","3.8"
"2016","2","17000","Illinois","401900","5945000","0.2","1038","2.4"
"2016","2","18000","Indiana","161400","2995400","1.0","828","2.1"
"2016","2","19000","Iowa","101400","1566000","0.3","825","2.9"
"2016","2","20000","Kansas","90000","1378400","-0.2","829","1.2"
"2016","2","21000","Kentucky","122800","1877200","1.5","838","1.9"
"2016","2","22000","Louisiana","128000","1905200","-1.4","852","0.2"
"2016","2","23000","Maine","52800","622800","1.0","795","3.5"
"2016","2","24000","Maryland","170000","2656000","0.9","1070","2.5"
"2016","2","25000","Massachusetts","247100","3538200","1.2","1233","2.0"
"2016","2","26000","Michigan","240300","4300900","1.9","942","2.7"
"2016","2","27000","Minnesota","161200","2846800","0.7","997","2.0"
"2016","2","28000","Mississippi","73300","1120100","0.5","727","2.5"
"2016","2","29000","Missouri","194200","2785600","1.4","863","2.4"
"2016","2","30000","Montana","46500","468600","2.2","767","1.7"
"2016","2","31000","Nebraska","72500","978300","0.9","805","2.4"
"2016","2","32000","Nevada","81900","1289400","3.3","874","2.2"
"2016","2","33000","New Hampshire","51500","655100","1.1","1003","3.7"
"2016","2","34000","New Jersey","268900","4051200","1.7","1147","1.7"
"2016","2","35000","New Mexico","58300","808100","-0.3","812","0.9"
"2016","2","36000","New York","643400","9264000","1.5","1210","2.5"
"2016","2","37000","North Carolina","270500","4285300","2.5","865","2.1"
"2016","2","38000","North Dakota","32100","423300","-4.9","908","-3.3"
"2016","2","39000","Ohio","293100","5353100","0.8","882","2.0"
"2016","2","40000","Oklahoma","109200","1570500","-1.4","823","0.6"
"2016","2","41000","Oregon","146400","1867800","2.7","933","4.1"
"2016","2","42000","Pennsylvania","357900","5786800","0.4","971","1.4"
"2016","2","44000","Rhode Island","36900","482900","0.6","949","2.5"
"2016","2","45000","South Carolina","124400","2013700","2.4","804","2.8"
"2016","2","46000","South Dakota","33000","432700","1.0","760","2.7"
"2016","2","47000","Tennessee","153000","2900400","2.4","874","1.3"
"2016","2","48000","Texas","652600","11810700","1.0","1000","1.2"
"2016","2","49000","Utah","95600","1395900","3.8","840","2.3"
"2016","2","50000","Vermont","24900","310600","-0.1","850","2.4"
"2016","2","51000","Virginia","267500","3833400","1.6","1011","1.2"
"2016","2","53000","Washington","238000","3281600","2.8","1083","5.4"
"2016","2","54000","West Virginia","50300","693200","-1.9","800","-0.4"
"2016","2","55000","Wisconsin","169200","2869100","0.9","856","2.4"
"2016","2","56000","Wyoming","26200","281700","-3.7","849","-2.2"
"2016","2","72000","Puerto Rico","46800","879500","-0.7","512","0.2"
"2016","2","78000","Virgin Islands","3400","38400","0.9","743","-0.4"
"2016","3","US000","United States","9800800","142940500","1.7","1027","5.4"
"2016","3","01000","Alabama","122700","1923800","1.5","870","4.9"
"2016","3","02000","Alaska","22300","337400","-2.6","1055","1.2"
"2016","3","04000","Arizona","154600","2695500","3.1","950","6.9"
"2016","3","05000","Arkansas","89100","1205400","1.0","794","5.2"
"2016","3","06000","California","1493800","16871100","2.4","1210","6.7"
"2016","3","08000","Colorado","193500","2576500","2.6","1062","5.6"
"2016","3","09000","Connecticut","117500","1674200","0.3","1204","5.0"
"2016","3","10000","Delaware","31700","440700","0.8","1022","5.6"
"2016","3","11000","District of Columbia","39200","759200","1.7","1728","3.8"
"2016","3","12000","Florida","664800","8320200","3.7","905","6.2"
"2016","3","13000","Georgia","302200","4290400","2.9","969","5.9"
"2016","3","15000","Hawaii","40500","648400","1.8","956","6.7"
"2016","3","16000","Idaho","58900","703700","3.5","782","6.3"
"2016","3","17000","Illinois","405100","5933600","0.6","1062","4.4"
"2016","3","18000","Indiana","162200","3025900","1.8","866","5.9"
"2016","3","19000","Iowa","101600","1548600","0.8","873","6.2"
"2016","3","20000","Kansas","90600","1377200","0.5","857","5.9"
"2016","3","21000","Kentucky","123600","1880200","1.5","857","6.5"
"2016","3","22000","Louisiana","129000","1908800","-0.9","883","2.9"
"2016","3","23000","Maine","53300","616200","0.9","825","5.9"
"2016","3","24000","Maryland","168700","2648100","1.4","1124","5.3"
"2016","3","25000","Massachusetts","246100","3522900","2.0","1277","6.8"
"2016","3","26000","Michigan","242300","4292200","2.1","976","5.9"
"2016","3","27000","Minnesota","162700","2849500","1.6","1053","6.4"
"2016","3","28000","Mississippi","73700","1126900","0.7","739","4.7"
"2016","3","29000","Missouri","193700","2782100","1.6","888","5.0"
"2016","3","30000","Montana","46200","464500","1.5","792","4.3"
"2016","3","31000","Nebraska","73200","973900","0.9","857","5.5"
"2016","3","32000","Nevada","82600","1300700","3.8","949","10.1"
"2016","3","33000","New Hampshire","52000","655000","1.8","1027","7.9"
"2016","3","34000","New Jersey","267700","4000000","1.8","1173","5.0"
"2016","3","35000","New Mexico","58400","811500","0.2","830","4.0"
"2016","3","36000","New York","646800","9216600","1.6","1222","3.5"
"2016","3","37000","North Carolina","268400","4290300","2.3","909","5.3"
"2016","3","38000","North Dakota","32100","423200","-3.4","964","0.7"
"2016","3","39000","Ohio","293900","5347300","1.1","924","5.4"
"2016","3","40000","Oklahoma","109400","1578700","-1.3","854","3.5"
"2016","3","41000","Oregon","148400","1866500","2.6","970","5.2"
"2016","3","42000","Pennsylvania","356600","5776700","1.0","1013","5.4"
"2016","3","44000","Rhode Island","37000","481100","0.8","990","7.6"
"2016","3","45000","South Carolina","125000","2008600","2.5","832","5.6"
"2016","3","46000","South Dakota","33000","424200","1.1","809","7.0"
"2016","3","47000","Tennessee","154000","2918800","2.5","912","5.4"
"2016","3","48000","Texas","657100","11830700","1.3","1042","4.3"
"2016","3","49000","Utah","96800","1407400","3.8","881","6.3"
"2016","3","50000","Vermont","25100","309900","0.5","880","6.2"
"2016","3","51000","Virginia","267000","3801000","1.0","1063","5.0"
"2016","3","53000","Washington","238500","3278900","3.0","1188","6.9"
"2016","3","54000","West Virginia","50600","691500","-1.6","816","3.9"
"2016","3","55000","Wisconsin","171200","2850100","1.0","885","6.2"
"2016","3","56000","Wyoming","26300","274800","-4.7","865","0.0"
"2016","3","72000","Puerto Rico","46000","888200","-0.4","524","2.3"
"2016","3","78000","Virgin Islands","3400","37400","1.4","778","5.9"
"2016","4","US000","United States","9869900","143749900","1.2","1067","-1.5"
"2016","4","01000","Alabama","123600","1932600","0.7","901","-1.3"
"2016","4","02000","Alaska","22300","310000","-1.9","1038","-5.2"
"2016","4","04000","Arizona","156900","2760100","2.1","945","-2.2"
"2016","4","05000","Arkansas","89400","1205400","0.4","827","-1.4"
"2016","4","06000","California","1509900","16923300","1.9","1271","-0.3"
"2016","4","08000","Colorado","192600","2588600","2.0","1086","-1.5"
"2016","4","09000","Connecticut","117700","1685500","0.0","1289","-3.4"
"2016","4","10000","Delaware","31500","441200","-0.1","1055","-2.9"
"2016","4","11000","District of Columbia","39500","760900","0.5","1763","0.6"
"2016","4","12000","Florida","673400","8538900","2.7","942","-1.8"
"2016","4","13000","Georgia","305500","4349300","2.4","993","-0.9"
"2016","4","15000","Hawaii","40700","658300","0.7","954","-0.3"
"2016","4","16000","Idaho","59700","691600","3.2","800","-0.4"
"2016","4","17000","Illinois","404300","5947600","0.4","1122","-2.0"
"2016","4","18000","Indiana","162700","3021700","0.9","883","-0.9"
"2016","4","19000","Iowa","101700","1542000","0.1","911","-1.0"
"2016","4","20000","Kansas","90800","1384500","0.1","877","-2.2"
"2016","4","21000","Kentucky","123800","1894200","0.6","874","-1.4"
"2016","4","22000","Louisiana","129700","1907400","-1.6","914","-2.9"
"2016","4","23000","Maine","54100","602600","0.8","855","-2.1"
"2016","4","24000","Maryland","170500","2666700","1.0","1169","-0.4"
"2016","4","25000","Massachusetts","249200","3530400","1.3","1352","-2.4"
"2016","4","26000","Michigan","242000","4283000","1.5","1026","-1.6"
"2016","4","27000","Minnesota","164200","2839700","1.2","1062","-1.1"
"2016","4","28000","Mississippi","74400","1134000","0.0","756","-1.8"
"2016","4","29000","Missouri","196400","2783200","0.9","918","-1.7"
"2016","4","30000","Montana","46600","456500","0.7","822","0.5"
"2016","4","31000","Nebraska","74200","972400","0.0","876","-0.5"
"2016","4","32000","Nevada","82700","1307800","2.7","924","-1.2"
"2016","4","33000","New Hampshire","52300","656900","1.3","1092","-4.1"
"2016","4","34000","New Jersey","271600","4042100","1.4","1239","-1.9"
"2016","4","35000","New Mexico","58300","811400","0.0","844","-2.5"
"2016","4","36000","New York","647200","9332500","1.2","1342","-2.3"
"2016","4","37000","North Carolina","269900","4326300","1.8","932","-0.7"
"2016","4","38000","North Dakota","32200","414400","-3.2","978","-4.2"
"2016","4","39000","Ohio","294000","5365600","0.7","943","-2.3"
"2016","4","40000","Oklahoma","109700","1587700","-1.2","864","-3.5"
"2016","4","41000","Oregon","149200","1860700","2.4","970","-1.0"
"2016","4","42000","Pennsylvania","356900","5799800","0.7","1039","-2.3"
"2016","4","44000","Rhode Island","37100","478300","0.0","1027","-1.6"
"2016","4","45000","South Carolina","126700","2024300","1.8","855","-0.6"
"2016","4","46000","South Dakota","33200","419900","0.5","828","-0.5"
"2016","4","47000","Tennessee","155500","2947500","1.8","970","-1.1"
"2016","4","48000","Texas","662500","11974700","1.2","1072","-2.5"
"2016","4","49000","Utah","98400","1415100","2.9","910","-0.3"
"2016","4","50000","Vermont","25300","312600","0.1","897","-2.4"
"2016","4","51000","Virginia","270200","3831600","0.6","1091","-0.3"
"2016","4","53000","Washington","240200","3227900","2.8","1150","1.7"
"2016","4","54000","West Virginia","50700","693100","-1.6","809","-2.5"
"2016","4","55000","Wisconsin","172700","2842400","0.5","924","-2.0"
"2016","4","56000","Wyoming","26100","265800","-3.9","894","-4.7"
"2016","4","72000","Puerto Rico","45700","928200","-0.3","555","-1.9"
"2016","4","78000","Virgin Islands","3400","38500","0.2","769","-1.8"
"2017","1","US000","United States","9864300","142280700","1.5","1112","6.7"
"2017","1","01000","Alabama","123700","1929300","1.4","893","6.2"
"2017","1","02000","Alaska","22100","312800","-1.8","1061","3.9"
"2017","1","04000","Arizona","156800","2742500","2.4","991","8.1"
"2017","1","05000","Arkansas","89600","1199900","0.7","859","8.5"
"2017","1","06000","California","1512300","16818300","2.2","1297","7.7"
"2017","1","08000","Colorado","196100","2573900","2.3","1136","7.5"
"2017","1","09000","Connecticut","118000","1654100","0.2","1415","3.9"
"2017","1","10000","Delaware","31600","433400","0.8","1184","10.7"
"2017","1","11000","District of Columbia","39600","759800","1.1","1886","7.0"
"2017","1","12000","Florida","679700","8531500","2.8","950","7.3"
"2017","1","13000","Georgia","276100","4320200","2.8","1069","6.1"
"2017","1","15000","Hawaii","41500","653600","0.9","954","6.8"
"2017","1","16000","Idaho","60200","690400","3.0","775","7.0"
"2017","1","17000","Illinois","408200","5840700","0.5","1195","6.3"
"2017","1","18000","Indiana","164100","2983100","1.2","919","7.7"
"2017","1","19000","Iowa","101400","1518500","0.0","899","6.5"
"2017","1","20000","Kansas","90900","1368100","0.5","888","6.7"
"2017","1","21000","Kentucky","124100","1864100","1.1","879","6.9"
"2017","1","22000","Louisiana","130400","1900200","-0.7","906","5.3"
"2017","1","23000","Maine","54400","586600","1.0","860","7.2"
"2017","1","24000","Maryland","171000","2626000","1.2","1168","5.5"
"2017","1","25000","Massachusetts","251300","3462900","1.1","1428","7.7"
"2017","1","26000","Michigan","241900","4228000","1.6","1042","6.9"
"2017","1","27000","Minnesota","164700","2806400","2.1","1149","7.9"
"2017","1","28000","Mississippi","73200","1123000","0.1","750","5.3"
"2017","1","29000","Missouri","201700","2766900","1.4","930","5.9"
"2017","1","30000","Montana","47600","451600","1.5","800","6.5"
"2017","1","31000","Nebraska","72000","961600","0.5","868","6.4"
"2017","1","32000","Nevada","81300","1311400","3.7","932","6.9"
"2017","1","33000","New Hampshire","51400","643200","1.2","1070","7.3"
"2017","1","34000","New Jersey","272000","3955900","1.5","1333","5.0"
"2017","1","35000","New Mexico","58200","803300","0.2","838","5.9"
"2017","1","36000","New York","646400","9154100","1.3","1540","5.8"
"2017","1","37000","North Carolina","270000","4286900","1.8","991","6.9"
"2017","1","38000","North Dakota","31800","405400","-1.0","953","5.0"
"2017","1","39000","Ohio","294800","5277700","0.8","976","7.0"
"2017","1","40000","Oklahoma","109800","1563400","-1.1","883","5.9"
"2017","1","41000","Oregon","149400","1855000","2.5","982","5.1"
"2017","1","42000","Pennsylvania","358600","5712400","0.8","1078","6.5"
"2017","1","44000","Rhode Island","37100","465400","0.3","1056","7.3"
"2017","1","45000","South Carolina","125900","2017700","2.2","864","7.3"
"2017","1","46000","South Dakota","33000","413400","0.7","819","6.2"
"2017","1","47000","Tennessee","156800","2905600","1.8","945","6.7"
"2017","1","48000","Texas","668000","11920300","1.7","1126","5.8"
"2017","1","49000","Utah","96700","1411100","3.1","905","6.6"
"2017","1","50000","Vermont","25300","304800","-0.1","889","6.7"
"2017","1","51000","Virginia","265400","3796400","1.4","1128","6.8"
"2017","1","53000","Washington","241100","3226800","2.7","1215","8.6"
"2017","1","54000","West Virginia","49900","679100","-0.7","837","7.6"
"2017","1","55000","Wisconsin","171000","2801500","1.0","933","6.8"
"2017","1","56000","Wyoming","26000","262400","-2.3","880","3.3"
"2017","1","72000","Puerto Rico","46200","888500","-0.8","526","1.2"
"2017","1","78000","Virgin Islands","3500","38700","0.0","797","3.1"
"2017","2","US000","United States","9922400","145186400","1.7","1020","3.2"
"2017","2","01000","Alabama","124200","1946400","1.2","858","2.8"
"2017","2","02000","Alaska","22100","338400","-0.7","1005","-0.5"
"2017","2","04000","Arizona","158200","2699600","2.9","943","2.5"
"2017","2","05000","Arkansas","89500","1206000","0.7","810","3.2"
"2017","2","06000","California","1522500","17150900","2.2","1210","4.7"
"2017","2","08000","Colorado","198400","2638800","2.5","1042","4.2"
"2017","2","09000","Connecticut","118600","1701200","0.6","1216","0.4"
"2017","2","10000","Delaware","31700","446600","0.6","1012","2.2"
"2017","2","11000","District of Columbia","39000","766500","1.0","1675","3.3"
"2017","2","12000","Florida","684900","8390600","2.8","905","2.5"
"2017","2","13000","Georgia","278100","4357800","2.1","956","2.9"
"2017","2","15000","Hawaii","41700","653000","1.0","935","3.5"
"2017","2","16000","Idaho","61000","723500","3.4","765","3.4"
"2017","2","17000","Illinois","412200","6006600","0.9","1062","2.4"
"2017","2","18000","Indiana","164300","3041000","1.5","859","3.7"
"2017","2","19000","Iowa","101700","1571400","0.4","853","3.3"
"2017","2","20000","Kansas","90300","1377800","-0.1","849","2.4"
"2017","2","21000","Kentucky","120800","1889400","0.8","862","2.9"
"2017","2","22000","Louisiana","131400","1907700","0.0","869","2.0"
"2017","2","23000","Maine","54400","629100","0.9","814","2.5"
"2017","2","24000","Maryland","171800","2694800","1.4","1103","3.1"
"2017","2","25000","Massachusetts","252300","3604500","1.6","1278","3.6"
"2017","2","26000","Michigan","242900","4365300","1.6","969","2.9"
"2017","2","27000","Minnesota","169000","2902100","2.0","1037","3.9"
"2017","2","28000","Mississippi","73400","1128900","0.7","732","0.8"
"2017","2","29000","Missouri","206600","2818700","1.2","889","3.0"
"2017","2","30000","Montana","48300","473600","1.3","797","3.9"
"2017","2","31000","Nebraska","72600","984000","0.4","833","3.5"
"2017","2","32000","Nevada","80700","1333500","3.4","900","2.9"
"2017","2","33000","New Hampshire","52100","665400","1.6","1015","1.2"
"2017","2","34000","New Jersey","272800","4123500","1.8","1173","2.3"
"2017","2","35000","New Mexico","58500","815400","0.7","823","1.5"
"2017","2","36000","New York","648600","9417400","1.6","1237","2.2"
"2017","2","37000","North Carolina","272000","4361400","1.8","902","4.3"
"2017","2","38000","North Dakota","31900","422700","-0.2","953","5.0"
"2017","2","39000","Ohio","295200","5422800","1.2","912","3.3"
"2017","2","40000","Oklahoma","110400","1583800","0.8","845","2.5"
"2017","2","41000","Oregon","150200","1912600","2.2","967","3.8"
"2017","2","42000","Pennsylvania","360100","5859400","1.3","1000","3.0"
"2017","2","44000","Rhode Island","37300","487300","1.0","980","2.6"
"2017","2","45000","South Carolina","128100","2053900","2.0","834","3.6"
"2017","2","46000","South Dakota","33200","435500","0.6","785","3.4"
"2017","2","47000","Tennessee","157200","2948100","1.8","906","3.5"
"2017","2","48000","Texas","671500","12059600","2.1","1027","2.7"
"2017","2","49000","Utah","98500","1440300","3.4","862","2.6"
"2017","2","50000","Vermont","25600","314200","1.0","870","2.1"
"2017","2","51000","Virginia","269600","3886600","1.5","1047","3.7"
"2017","2","53000","Washington","239200","3352500","2.2","1141","5.6"
"2017","2","54000","West Virginia","50100","690900","-0.3","828","3.4"
"2017","2","55000","Wisconsin","171700","2905300","1.1","876","2.3"
"2017","2","56000","Wyoming","26100","280200","-0.7","875","3.1"
"2017","2","72000","Puerto Rico","46900","873600","-1.0","515","1.2"
"2017","2","78000","Virgin Islands","3300","38600","0.4","762","2.6"
"2017","3","US000","United States","9916500","144464400","1.0","1021","-0.6"
"2017","3","01000","Alabama","125500","1941100","0.8","859","-1.3"
"2017","3","02000","Alaska","22200","335400","-0.7","1025","-2.8"
"2017","3","04000","Arizona","158600","2760100","2.4","948","-0.2"
"2017","3","05000","Arkansas","89700","1213000","0.6","788","-0.6"
"2017","3","06000","California","1534700","17153400","1.7","1215","0.5"
"2017","3","08000","Colorado","200000","2625900","1.9","1067","0.5"
"2017","3","09000","Connecticut","119200","1676300","0.1","1179","-2.2"
"2017","3","10000","Delaware","32300","443000","0.4","1026","0.4"
"2017","3","11000","District of Columbia","40400","764700","0.7","1759","1.3"
"2017","3","12000","Florida","677200","8305800","-0.2","896","-1.1"
"2017","3","13000","Georgia","276000","4343500","1.3","961","-0.9"
"2017","3","15000","Hawaii","41900","652500","0.4","953","-0.3"
"2017","3","16000","Idaho","61700","722300","2.7","778","-0.5"
"2017","3","17000","Illinois","367300","5969600","0.5","1057","-0.3"
"2017","3","18000","Indiana","164600","3044000","0.6","861","-0.6"
"2017","3","19000","Iowa","102200","1546100","-0.2","855","-2.2"
"2017","3","20000","Kansas","90400","1376400","-0.1","839","-2.1"
"2017","3","21000","Kentucky","121900","1890400","0.5","837","-2.4"
"2017","3","22000","Louisiana","131900","1904300","-0.1","869","-1.7"
"2017","3","23000","Maine","54700","621900","0.7","821","-0.5"
"2017","3","24000","Maryland","170100","2661800","0.5","1105","-1.7"
"2017","3","25000","Massachusetts","255000","3568000","0.9","1265","-0.9"
"2017","3","26000","Michigan","245200","4334300","0.9","964","-1.1"
"2017","3","27000","Minnesota","171200","2883000","1.1","1030","-2.0"
"2017","3","28000","Mississippi","73400","1129100","-0.1","729","-1.4"
"2017","3","29000","Missouri","209300","2805800","0.9","878","-1.2"
"2017","3","30000","Montana","49100","468600","0.9","793","0.1"
"2017","3","31000","Nebraska","73500","973300","-0.2","850","-0.8"
"2017","3","32000","Nevada","81300","1337700","2.9","914","-3.8"
"2017","3","33000","New Hampshire","52500","659100","0.6","1022","-0.4"
"2017","3","34000","New Jersey","270600","4043600","1.1","1156","-1.5"
"2017","3","35000","New Mexico","58200","816000","0.3","823","-0.8"
"2017","3","36000","New York","650300","9329800","1.2","1219","-0.2"
"2017","3","37000","North Carolina","274000","4348000","1.3","904","-0.7"
"2017","3","38000","North Dakota","32000","419200","-1.0","953","-1.2"
"2017","3","39000","Ohio","297000","5383600","0.6","920","-0.8"
"2017","3","40000","Oklahoma","111000","1593300","0.7","843","-1.2"
"2017","3","41000","Oregon","152100","1905300","1.8","969","-0.1"
"2017","3","42000","Pennsylvania","358100","5836500","1.0","1002","-1.1"
"2017","3","44000","Rhode Island","37500","484500","0.8","973","-1.8"
"2017","3","45000","South Carolina","129500","2027200","0.8","828","-0.5"
"2017","3","46000","South Dakota","33400","426200","0.4","803","-0.7"
"2017","3","47000","Tennessee","158200","2953300","1.1","903","-1.2"
"2017","3","48000","Texas","675500","12008900","1.4","1032","-1.0"
"2017","3","49000","Utah","99800","1444100","2.6","879","-0.2"
"2017","3","50000","Vermont","25600","310300","0.1","869","-1.4"
"2017","3","51000","Virginia","272200","3843600","1.0","1053","-0.8"
"2017","3","53000","Washington","238600","3343400","2.0","1208","1.7"
"2017","3","54000","West Virginia","50600","694000","0.2","826","1.1"
"2017","3","55000","Wisconsin","173400","2866900","0.5","876","-1.0"
"2017","3","56000","Wyoming","26300","276200","0.3","868","0.3"
"2017","3","72000","Puerto Rico","46300","862800","-3.1","509","-2.7"
"2017","3","78000","Virgin Islands","3400","36900","-1.1","763","-1.9"
"2017","4","US000","United States","9969400","145921100","1.5","1109","3.9"
"2017","4","01000","Alabama","126500","1955300","1.1","928","2.9"
"2017","4","02000","Alaska","22100","306700","-1.2","1052","1.5"
"2017","4","04000","Arizona","160500","2834700","2.6","978","3.5"
